originalText,label_class,label
我现在已经有5个月的身孕了想请教一下这个盐酸氯米帕明片还能...,其他,2
我知道自己患有二尖瓣关闭不全，医生也和我交代过会出现呼吸困难的现象，我就想问，二尖瓣关闭不全呼吸困难怎么办？,治疗方法,8
你好，老人的心动过缓，吃这个稳心颗粒管用吗？,适用症,14
我侄子查出有过敏性哮喘，医生说连吃的也有讲究，如果吃错了东西也会诱发疾病。我想问过敏性哮喘应该吃什么才不会诱发疾病?,化验/体检方案,3
做直肠镜痛苦吗？,其他,2
宝宝大便干燥、大便用力，带血，肛门上面长了疙瘩，该是痔疮，怎么办？用红霉素眼膏涂抹患处，但哭闹厉害，是红霉素软膏刺激的吗？红霉素眼膏有用吗？几天自愈？,其他,2
婴儿打嗝时能喂奶吗？,其他,2
我大哥去年回家遇到了车祸，外伤是治好了，可是却留下了后遗症癫痫。发病的时候很恐怖，嘴唇发紫，口吐白沫，全身抽搐，事后还不知道发生了什么事。有的朋友说可以用癫痫治疗仪。,其他,2
患有内痔一星期，大便时会流很多血，不痛，平时感觉肛门很痒，用了马应龙痔疮栓无效，找中医开了中药后又复发，应如何治疗？,治疗方法,8
支气管扩张不能吃什么？,病症禁忌,11
宝宝一岁十个月之前小的时候拇指内扣其他都没有问题到现在不拿东西还是有点内扣拿东西不影响但是他大拇指不喜欢和食指配合捏东西的时候大拇指和食指配合但是拆东西或者干别的事的时候老是大拇指和中指配合食指翘着或者勾着想问问问题大不大是不是大脑有问题,临床表现(病症表现),0
我经常在活动时突然停止，两眼凝视，精神不正常，面无表情，可持续数分钟至数小时。有时也会无意识咀嚼、流口水、吞咽东西动作，吸吮动作、恶心，带有腹痛、恶心呕吐和意识丧失，严重的时候会奔跑、踢打、胡言乱语。,临床表现(病症表现),0
甲减初次吃优甲乐，吃了22天了，每天感觉这几天头特别晕，人特别累，四肢无力，早上醒来有呕吐感，还冒虚汗。,临床表现(病症表现),0
我拉肚子拉了一个星期，每天有4-5次,其他,2
前些天突然看到有个人心肌梗塞晕倒了，然后就有个人不停的给他做人工呼吸和心肺复苏，如果能够具体的知道怎么急救的话，就可以挽救一些人的生命。所以想问急性心肌梗塞抢救程序是什么？,治疗方法,8
女性小便次数增多小便的时候会有刺痛的感觉,临床表现(病症表现),0
你好，我都咳嗽快3个月了，一只喝药，也不见好，在医院各项检查都查了，都没事，就是嗓子痛咳嗽不好，在医院住院治疗都5天了也不感觉轻，好发愁，不知道怎么办了。,治疗方法,8
想知道什么是糖尿病肾病，得了糖尿病肾病应该怎么诊断？糖尿病肾病怎么诊断？,其他,2
没有放支架是否还吃波立维应该怎么服用此药呢？,其他,2
生完孩子两个月就到饭店帮忙干活了，现在膝盖部位弯曲有弹响，走路多了下蹲或者弯曲膝盖疼痛，没有红肿，去医院拍了片子，医生开的金乌骨通，还有青鹏软膏，用了一个月左右也没有好转！,治疗方法,8
我想知道拜新同和尼群地平是不是同一类型的降压药，功效都一样的吗,其他,2
我年龄还小可是平常一多运动就难受，我也是低血压！平常就是想吐！走路不到十分钟眼睛就黑了！该咋办,临床表现(病症表现),0
3岁宝宝不吃饭怎么办,治疗方法,8
请问张医生孩子的海绵状的血管瘤多大才有治疗，4X3mm用治疗吗，内蒙古婴儿海绵状的血管瘤婴儿多大治疗为好？,治疗方法,8
六个月大心脏房间隔缺损现在好像营养缺乏，不知道能补钙吗,治疗方法,8
盐酸氟桂利嗪胶囊有心脏病的人可以服用吗？应该在饭前还是在饭后服用？,其他,2
大便痛，出血，得了痔疮。应该怎么办？为什么男人会得痔疮？得痔疮的原因是什么？,其他,2
痔疮手术要注意什么,其他,2
慢阻肺复发一次会加重么？,相关病症,12
心脏增大98化验单上的数字，心衰IV级，现在出院一个月，又犯了，现在拉黑便十天了，不想吃饭,临床表现(病症表现),0
我21岁最近尿道特别难受一直想上厕所，又上不出来为什么？,临床表现(病症表现),0
什么是毛细血管瘤,定义,4
我妈妈六十多了，心脏一直不好，做心电图还没有事。有时就晕，心脏怦怦的跳。怎么治疗吃这个药行吗,治疗方法,8
医生你好，我想咨询一下硝酸甘油片的作用怎么样？这里有卖吗？,其他,2
孕妇晚上睡不着很烦怎么办？我怀孕五个月了，我经常晚上睡不着觉得很烦。,治疗方法,8
咨询你个问题，头顶有点涨，眼睛有点涨，刚才在家量血压是95—140，这个症状一阵一阵的3天了，明天想去医院看看该往哪个方向去看。哪种情况会出现这种症状,临床表现(病症表现),0
请问健骨生丸主治功能是什么呢？有需注意的事项吗？,其他,2
我想请问一下，喝水正常但排尿次数很多是怎么回事,临床表现(病症表现),0
盐酸小辟碱片和果导片一样么？,其他,2
腹泻反复发作,治疗方法,8
我是肾功能不全患者，得了肠胃性感冒，能服用藿香正气软胶囊吗？,适用症,14
小便疼痛。还有一下脓脓的东西溜出来。吃什么好啊？,治疗方法,8
脓便血，成形，每日三四次，腹阵痛，腹鸣。复发，有什么中药方法治疗？,治疗方法,8
我想问一下青娥丸对于腰间盘突出引发的腿疼有效果吗？医生知道给我说下。,适用症,14
4个月宝宝大便异常,临床表现(病症表现),0
晚上安静左耳能听见心跳声，不定时，之前查完耳朵没有问题，,其他,2
少量便血，是家族性结肠息肉的病症，还有什么其他的病症吗？应该如何治疗呢,其他,2
仙灵骨葆胶囊对骨质疏松有帮助吗？仙灵骨葆胶囊对骨质疏松有帮助吗？,适用症,14
疑心太重，对伴侣极度不信任,其他,2
济南脑病医院在网上怎么挂号啊？,其他,2
阜阳癫痫病专科医院是哪个？？得癫痫病也有5年了，癫痫的治疗费用要多少钱？虽然症状比较轻，一直也靠药物治疗，但是随着年龄的增长，越来越感觉这病的危害。现在连对象都不敢谈，更害怕别人知道我的病情，近来查阅说，手术可以切底治疗，这是真的吗？,其他,2
面瘫吃什么好？,方法,6
伤口结巴了，变小了。可一年后伤口又莫名奇妙的复发了，还流脓,临床表现(病症表现),0
颅内转移瘤需要手术吗,方法,6
急急急需怀孕3个月肠胃不..,其他,2
我们朋友们最害怕的事情就是一些顽固疾病的到来，当了解了这些顽疾人们更是要主动的发现，由于癫痫的出现是会比较的严重，这病人们也是要主动的做好了解，在尽快的了解合理的检查，那么，癫痫病病人的检查有些什么环节?,化验/体检方案,3
血脂高，今年又动脉硬化，我是要怎么办才可以缓解这样的情况呢？,治疗方法,8
糖尿病可以吃微络康吗，还是服用阿卡波糖胶囊来治疗这个病啊？,治疗方法,8
二尖瓣反流（少量）左心房扩张减退,其他,2
内痔会引起肛管炎吗,相关病症,12
恶心呕吐，13c呼气试验HP检验报告结果为阳性。检验值为172.33,其他,2
枸橼酸他莫昔芬片可以引起血压的升高吗?该药有什么用呢？,其他,2
我家小孩今天自己多拿几只葡萄糖吃，，叫肚子疼怎么办,治疗方法,8
开始是发烧，医生诊断为上呼吸道感染，经过治疗，近段时间流鼻子，咳嗽，但不发烧了，还咳嗽，流黄鼻子，正在用药，以前没注意，近些日子发现手掌有点红，怕是肝掌,临床表现(病症表现),0
咳嗽十年左右，吃各种药没有好转,治疗方法,8
患有内痔3年，有时大便过于用力会滴血，大便完纸擦用力也有出血，确诊内痔有裂缝滴血，应如何治疗？,治疗方法,8
"我女儿今年12岁,今年常说腹痛..",其他,2
最近几天一直鼻腔干燥，鼻塞，鼻痒，流鼻涕，有时会打喷嚏，鼻咽难受,临床表现(病症表现),0
胃癌手术快两年了，手术前有肝囊肿，现有又长多个了，淋巴上士人结结了中医说是淋巴和肝上有转移的迹象，西医说不是,其他,2
孩子肚脐上长的血管瘤，是混合型的，发病不到两个月，没去医院看过，但是咨询过这方面的问题，内蒙古婴儿肚脐上的血管瘤能治不？,治愈率,7
鼻咽癌鼻炎怎么治疗？,治疗方法,8
不知道怎么就被确诊患了急性心肌梗塞，每天病症把我折磨的很痛苦，如果能够早些知道患病了，就可以提前治疗了，请问急性心肌梗塞最早突出症状是什么？,临床表现(病症表现),0
髓母细胞瘤有没有易发人群，是哪些群体？,其他,2
酒精肝会导致肝性脑病？那怎么办啊？我查出有酒精肝，医生有什么,其他,2
“疱疹病毒是否可以从肛门感染至消化系统乃至全身？”,病因,10
性生活时间短，射精快，阴茎短小,其他,2
今年感冒了三次然后就一直出汗汗停不下来，每次出汗都是在早上醒来的时候开始出汗后背的衣服湿透了而且还伴有心冷的感觉，请问医生该怎么治疗比较好，是不是年纪大的问题,临床表现(病症表现),0
药停留多久才会完全代谢了呢？谁不需要喝很多水，要几天吗,其他,2
嘴角生疮，好痛，用复方一枝黄花喷雾剂管用吗，我平时有高血压,适用症,14
先天后脑血管凯细脑供血不足血压高头有时候不舒服,其他,2
治疗精神分裂症可以同时服用利培酮和丁螺环酮片吗,治疗方法,8
"多年的肺气肿，之前没有喝对药，一直难受,有没有可以起到改善的作用的呢",治疗方法,8
早产孩出生时有缺氧脑损伤，打了20针补脑针，请问能打哪些疫苗？,适用症,14
请问糖尿病引起的黄版囊样水肿可以吃复方血栓通胶囊吗？,适用症,14
强迫症怎么治疗较好,治疗方法,8
好像利培酮口服液是用来治疗精神病的能告诉我具体一些吗,适用症,14
我想请问一下，尿频尿等待尿不尽要吃什么药啊,治疗方法,8
我老是头疼，这样的情况需要送往医院治疗吗？,治疗方法,8
强迫症会发展为精分吗,其他,2
我想请问一下，尿道感染会影响生育吗，需要吃什么药吗,其他,2
请问怀孕8个月腿抽筋正常吗？我每天晚上腿抽筋都会把我痛醒来的。,病因,10
我的妈现在怀孕3个多月，晚上老是失眠的，担心会影响到胎宝宝，怎么办？,治疗方法,8
我是女士，小便疼痛，憋不住尿，吃这个要可以吗吃甲硝唑和妇炎康不管用怎么办,适用症,14
你好，请问硝酸甘油可以有效的急救心脏停搏吗？用法用量是多少？,其他,2
室性偶发性早搏，应该如何去根治这个毛病呢？,治疗方法,8
最近总觉得自己很累，有时候会觉得呼吸不畅，去医院做了检查，结果显示自己患上了不稳定性心绞痛，我有点害怕，想知道，不稳定性心绞痛治疗原则是什么？,治疗方法,8
"大便时屁眼裂了,流血，用什么药？",治疗方法,8
哮喘，请问一下可以吃补肺丸吗？在南昌那个医院有补肺丸卖?,适用症,14
尿等待吃什么药，求解答,治疗方法,8
乙状结肠息肉切除，现在大便带血，是否是复发？,病因,10
阵发性室上速属于心脏病吗?,相关病症,12
孕妇拉肚子怎么办?急!,治疗方法,8
慢阻肺怎么锻炼肺功能？,方法,6
慢性支气管炎吃什么药好的快？,治疗方法,8
检查是血管瘤，见多个高回声，较大15*10mm，边界尚清楚，CDFI：未见血流信号显示，内蒙古婴儿的血管瘤治疗费用要多少钱？,费用,13
请问一下，藤黄健骨片对于风湿有没有治疗效果呢,适用症,14
感觉阵阵疼痛，而且疼痛次数频繁，大便一天6-7次，后确诊为内痔和血栓，后使用普济痔疮栓，现在基本痊愈，但有时感觉有线头虫在爬，这是什么原因？能否痊愈？,其他,2
颅内转移瘤的病因是什么,病因,10
做痔疮手排便疼吗,其他,2
你好，请问我小肚痛小便不顺吃什么药比较好呢,适用症,14
小孩子会不会受影响，听说会感染得先天性心脏病的，是吗,其他,2
小肚子疼咋回事？,治疗方法,8
治疗慢性支气管炎有什么偏方？,方法,6
吃了好几天了，高压220低压135降到高压156低压95还是没到正常值怎么办？我还能继续服用吗？,其他,2
我这心跳做完24小时侦测发现最慢心跳是33pm最快是128pm（大夫让我跑）才这么高的平均心跳55下心脏有时候像刀扎那样疼都是一瞬间的缓缓就好了然后身体没有劲有时候跑完步差点晕倒但是每次都晕,临床表现(病症表现),0
二型的糖尿病，吃什么药好请医生帮忙指点一下谢谢你了医生,适用症,14
我喝完阿归养血糖浆手脚爆皮，还能喝吗？,适用症,14
寿比山降压片能与倍他乐克同时服用，有什么好的方法可以缓解吗？,其他,2
肺腺癌中期，目前没有症状，请问吃埃克替尼可以吗,适用症,14
腿部肌肉疼臀部关节膝关节疼，敷热后症状明显减轻,其他,2
妈妈的了支原体肺炎，会传染给4岁孩子吗？,传染性,1
交感神经链综合征怎么诊断,临床表现(病症表现),0
前不久医院查出我患上了不稳定性心绞痛，得知这个消息的我万念俱灰，我还年轻啊，未来还是有很多可能性的，可是现在都看不到希望了，我想问问，不稳定性心绞痛可逆转吗？,治疗方法,8
请问颈腰康胶囊可以治疗颈椎病的吗？,适用症,14
你好！请问脑缺血怎么冶,方法,6
医生，请问一下，我昨天去检查，医生说我有中度抑郁症，说我心率偏慢，我看了是43，请问有什么影响吗？,临床表现(病症表现),0
母亲便秘，大便痛，便血，做韩国电子肛肠镜有什么缺点？,其他,2
外痔做完手术后会复发吗,治愈率,7
男性有时小便疼痛是怎么回事,病因,10
男人得痔疮与性生活有关吗？,病因,10
抑郁可以服用盐酸文拉法辛缓释胶囊吗,适用症,14
最近总是觉得心前区疼痛不适，去医院检查后，我被查出了房颤，最近这几天总觉得呼吸急促，想知道一下为什么得了房颤会呼吸急促？,病因,10
右肺空洞形成咳嗽咳痰发热2天,临床表现(病症表现),0
我大婶今年47岁，上个月被确诊慢性心力衰竭，最近几天我想去探望她，不知道给买什么吃的好，我想问一下慢性心力衰竭吃什么好呢？,适用症,14
颅骨骨折属于几级伤残,定义,4
内痔使用马应龙麝香痔疮膏可以吗？平时应该注意什么？,其他,2
如何治疗多发性神经纤维瘤病,方法,6
美迪康适合瘦的糖尿病患者吃吗我已经很瘦了，吃了会不会更瘦呢请说明白,适用症,14
年轻时多用脑会导致老年痴呆的发生吗？,其他,2
前几天身体一直很不舒服，是不是的心绞痛偶尔还会牵连到腹部也疼痛，朋友都建议我去检查一下，去拍了心电图，结果朋友说是急性心包炎，有点不太相信。请问急性心包炎的患者心电图是什么样的？,临床表现(病症表现),0
阳虚会引起心悸吗,相关病症,12
发烧39度4天，喉咙痛，轻微咳嗽，吃药，打针，烧就是降不下来，血常规正常，胸片显示，说气管炎。,临床表现(病症表现),0
小便刺痛去年有过现在又复发了请问是怎么回事呢,临床表现(病症表现),0
姑父得了肛管直肠肿瘤，肛门疼痛，是不是肛管直肠病引起的？,相关病症,12
"请问,有稳心颗粒(无糖型)的卖吗我家这边药店没",其他,2
我想请问：室性早搏服用宁心宝胶囊可以吗？,适用症,14
孩子总是爱咳嗽晚上多一点，白天很少，这是什么问题？,病因,10
每次胃疼就去拿健胃消食片吃连续四五次了,其他,2
爷爷是糖尿病患者，可以用铁皮枫斗胶囊来治疗吗？多久可以见效？,其他,2
医生你好我想问下，我尿道炎应该吃什么药好？,治疗方法,8
请问女性更年期，爱出汗，吃谷维素症状没有好该怎么处理呀？,适用症,14
排便时肛门有异物感，坐久后肝门刺痛，吃了辛辣东西排便时像火烧，是痔疮，用盐水清洗有效吗？,治疗方法,8
月经期能不能使用伊宁曼奥利司他片？会不会影响以后怀孕？,其他,2
背部长有斑块，右侧85％，诊断是血管瘤，您那可以手术治疗吗？内蒙古婴儿背部血管瘤怎么治能好？,治疗方法,8
我大姐每天晚上八九点左右莫名感到心悸，时常感到乏力和胸闷，今天被诊断为窦性心动过缓早搏，我想问一下窦性心动过缓早搏吃什么药呢？,治疗方法,8
我姥姥今年有六十多了，现在身体不是很好，就在前几天突然得了慢阻肺，现在饭也吃不下去，每天吃点药治疗，也不见好转，想问下老年人得了慢阻肺好治吗？,治疗方法,8
我家宝宝11个月了，一直咳嗽有小半个月了。还流鼻涕，那种黄稠鼻涕。之前一直吃药有所好转，前几天又严重了，这刚打了4天针，还不叫好转。不知道该怎么办了,治疗方法,8
医生你好，我想知道，槟榔十三味丸治強迫症效果如何？急急急，麻烦帮助我,适用症,14
分水岭区脑梗死怎么回事,临床表现(病症表现),0
摩罗丹调肠胃植物神经紊乱吗,适用症,14
支气管扩张并感染，右侧胸膜增厚伴钙化,临床表现(病症表现),0
我是一个心梗患者，担心会随时发作，可以用万孚新产品ECG-EASY心电易（掌上心电）吗？,其他,2
气血不足所致的心悸，失眠健忘，食少体倦，面色萎黄服用什么治疗好,治疗方法,8
起初是：脖子无力，右手无力举不起来，现在呼吸困难，话都说不出来了。,临床表现(病症表现),0
患上了癫痫饮食是很有必要的，癫痫患者要注意本人的一些事项，癫痫患者在日常生活中要选择好的饮食的习俗，日常生活中人们要注意护理事项,其他,2
脑疝偏瘫能恢复什么程度,治愈率,7
睡眠不足、一天只睡四到五个小时，头疼，怎么办？吃什么药可以控制病情？,其他,2
用微创治疗肛门脱出多少钱？,费用,13
你好，我是心脏病患者，还能不能服用点补肾填精丸呢？这会有问题吗？,适用症,14
脱肛怎样治,治疗方法,8
你好，我想大概问一下啊肺气肿片怎么卖？我家离那个是去医院太远了，我不想特意跑一趟,其他,2
我孙子生下来吃的就比较多，添加辅食也很早，吃饭胃口很大。他现在长得比一般的小孩要重一倍。他妈妈说小孩太胖了容易得高血压，高血脂。准备在饮食上控制一点。请问肥胖儿童的一周食谱该怎样制订？,其他,2
你好，肾结石患者不能吃什么食物啊？谢谢。,病症禁忌,11
我女儿出生刚刚有一个月的时间，前几天做的满月，结果在满月的那天，家里人就发现孩子的脸上竟然有一处红点，刚开始以为孩子是起了红斑了，经过医生的检查，发现孩子是出现了血管瘤了，内蒙古婴儿长血管瘤疼么？,治疗方法,8
患有胸膜炎并在出现了咳嗽的现象应该怎么办？,临床表现(病症表现),0
医生建议我爷爷服用托吡酯片这个药，癫痫患者如何治疗效果比较明显呢？服用托吡酯片能行吗？,治疗方法,8
支气管扩张是怎么回事？,病因,10
我家宝宝六个月了，拉肚子怎么办,治疗方法,8
放屁臭是怎么回事,病因,10
请问两岁半宝宝特别叛逆是有多动症的表现吗？怎么办啊？需要注意什么呢？,其他,2
如何预防高热惊厥？,预防,15
孩子天天吭吭的，感觉喉间有痰，有时吐出白色稠痰，医生开过药吃了两天，没效果，请问还能吃什么药合适,适用症,14
孩子几岁上一年级最好啊？太早上了担心孩子对学校的生活不习惯，学习也跟不上。,其他,2
咽喉癌怎么治疗？,治疗方法,8
哺乳期尿路感染可以吃什么药,治疗方法,8
您好，医生，我想咨询一下我冬天肚子凉老放屁，吃桂附理中丸合适吧,适用症,14
我宝宝刚刚1个半月，检查出心脏有问题,其他,2
我半年前查出来患了缩窄性心包炎，最近总是觉得胸闷，恶心想吐，检查发现得了右心衰，想要了解一下缩窄性心包炎与右心衰有什么联系？,相关病症,12
气急今年已经住院二次了,其他,2
大便后为什么还有肛门下坠还想大便,病因,10
肺性脑病需要手术吗,方法,6
你好！请问在市立医院能开三唑仑片吗？这种药贵吗？我快有半个月都这样！没法入睡了！一晚上只能睡两个小时左右,其他,2
你好，医生，我想请问一下，对于心肌缺血可脑供血不足，田七花叶颗粒有没有治疗的效果呢？,适用症,14
我的爷爷今年61岁了，最近一段时间爷爷总是出现咳嗽的症状，整天咳个不停，今天早上竟然出现了咳血的症状，我想问一下老人痰里有血丝是怎么回事？,病因,10
抑郁强迫症能治好吗,治疗方法,8
"你好,可不可以使用安宫降压丸,来治好我婶婶的心悸多梦",适用症,14
天气特别热，并且一坐基本上是一天，之前没感觉怎么样，这几天出现了屁股难受的情况，大便带血，检查得了痔疮，有哪些偏方治疗？,治疗方法,8
请问医生，血管瘤手术前可以吃饭吗？孩子在手臂长有樱桃大的血管瘤，红色的，内蒙古治疗婴儿的血管瘤大概需要多少钱？,费用,13
请问宝宝要天天吃鱼肝油和钙吗？老婆天天给宝宝喂这些，真怕把宝宝喂出个什么病来，急！,治疗方法,8
什么是间质性肺炎？要怎么治疗？,其他,2
我家孩子出生有一个月的时间了，孩子一直都是很可爱的，但是最近几天我发现在孩子的额头的部位好像出现了一些红斑了，并且颜色特别的鲜艳，在医院做了检查后发现孩子是患上血管瘤了，内蒙古婴儿涨了血管瘤可以治好吗？,治愈率,7
你好，如何治疗小便不畅？,治疗方法,8
尿液中泡沫多，，，没有其他什么症状感觉，是怎么回事们应该吃点什么药呢,其他,2
我有支气管炎，这几天有感冒，有鼻塞，还发过烧。我的鼻涕是黄色的。,临床表现(病症表现),0
"你好，医生请问一下,妇科再造丸可调理月经少而且黑的问题吗？我41岁，是不是更年期症状啊？吃药一般要几个疗程才行呢？",其他,2
我听人说哮喘是不能断根的，是这样吗？真的不能根治吗？,治愈率,7
小腿骨折伤口不愈合做了植骨手术两个月做现在感觉小腿植骨的地方痛,临床表现(病症表现),0
便血后在医院做了全面的检查，现在医生要我做六次化疗，我担心毒性太大，可以不做吗？,化验/体检方案,3
预激性心脏病怎么做手术,治疗方法,8
平时也没有性伴侣，在作风方面我也很保守，不知怎么就感染了生殖疱疹，而且还经常反复发作，现在非常的苦恼，也吃了很多药，吃药也没什么效果，发作时越来越严重，生殖器疱疹到底能治愈吗?,治疗方法,8
癫痫的最新治疗手段哪种比较好?癫痫在社会中已经成为一类常见顽疾了，任何地方都会发作，严重影响到癫痫病病人的健康和生活。癫痫是一类大脑神经突发性异常放电致使大脑功能障碍的顽疾，癫痫的治疗手段各种各样，那么癫痫病的最新治疗手段哪种比较好?,化验/体检方案,3
我叔叔有颈椎病，吃三七伤药胶囊有没有用呢？,适用症,14
每次来月经都拉肚子,其他,2
颅内转移瘤怎么诊断,临床表现(病症表现),0
如何治疗颅骨缺损综合征,治疗方法,8
强迫症怎么治多梦,治疗方法,8
肛门内部周围出现痉挛性疼痛最佳的治疗方法是什么啊,治疗方法,8
"大便感觉直肠有下坠感，解完后屁股有坠胀感，大便带血或带血红色的皮，这是不是直肠炎？个月前做过肛瘘手术和直肠镜肛门右侧有点肛窦炎，每天大便后用PP粉坐浴并用肛泰栓剂和软件上药，吃了一点消炎药后有所缓解,但还做胀，如何治疗？",其他,2
我比较年轻但是不幸得了过速型心房颤动，我不知道该怎么治疗，很迷茫，很难过，请问得了过速型心房颤动该如何治疗？,治疗方法,8
你好这个月我月经停后下身的骨盘疼痛还有点来血，我的月经一直不稳定，还血压低！,其他,2
痔疮术后大便刺痛，是否得了肛裂?,病因,10
多发性脑梗塞如何治疗？,治疗方法,8
髓母细胞瘤是怎么回事,定义,4
前几天我父亲因为急性心肌梗塞住院了。但是送医院有点晚了情况不是太好。我想咨询一下急性心肌梗塞抢救原则是什么？,治疗方法,8
尿频尿急尿不尽吃什么药好？,治疗方法,8
便秘，便血，肛门瘙痒，肛门长了肉球，说是痔疮。痔疮吃柿子好吗？,病症禁忌,11
请问维尔固盐酸氨基葡萄糖胶囊可以预防骨质疏松吗,适用症,14
盐酸利多卡因注射液跟醋酸地塞米松乳膏相调，也不知道为什么会这样，怎么办才好呢？,其他,2
开放性颅脑损伤怎么回事,病因,10
先天性巨结肠手术10年了，现肛门不大如何治疗？,治疗方法,8
强迫症咬嘴上的死皮你中了吗,临床表现(病症表现),0
蹲下干一会活心口就一阵阵的疼站起来呆一会就好点了请问是什么情况,临床表现(病症表现),0
每夜起床四五次，大小便急，特别是小便，有时自己不能控制。,临床表现(病症表现),0
舌头上这几天长了超级多的泡，有白泡也有红色的泡，特别疼，不动也疼，基本上很难吃饭，晚上疼的睡不着,临床表现(病症表现),0
检查结果显示是甲状旁腺功能减退症，阿法骨化醇软胶囊能治疗吗？,适用症,14
长期慢性气管炎和肺气肿，天冷时就特别容易犯病。,其他,2
这几天感觉下腹胀痛，尿频！左耳耳鸣！下腹按着感觉疼痛！,临床表现(病症表现),0
做直肠镜痛苦吗？,其他,2
尿液呈黄色，是什么原因啊,临床表现(病症表现),0
胰岛素降低是不是会是糖尿病,临床表现(病症表现),0
我妈是心脏病人，可是她睡眠不好，可以服用安神补脑液吗？,适用症,14
RPH手术后肛门关闭不全怎么办,治疗方法,8
请问医生我有肾结石0.6乘于0.4cm，能吃点什么排出来呢？,治疗方法,8
疼腿疼早晨醒后腰酸起床10分钟后症状消失在治疗期间需要注意些什么问题吗？,其他,2
你好，最近我的腰困，尿色发黄有泡沫是怎么回事？,临床表现(病症表现),0
颅骨缺损修补失败后，该怎么处理？,方法,6
血管瘤1个月多了，海绵状的血管瘤长在孩子的脚面上，内蒙古婴儿脚面血管瘤能治好吗，手术风险大吗？,其他,2
诺氟沙星过敏。心跳加快。破皮后有渗液，不结痂愈合如何治疗？、谢谢,治疗方法,8
我是糖尿病患者，该怎么样用药？用法用量是多少？,其他,2
我妈妈是有冠心病的，吃这个有没有治疗的作用？,其他,2
女性尿急吃什么药,治疗方法,8
"血管瘤可以医治吗？,长在手指上的血管瘤，一次性治疗内蒙古婴儿的血管瘤多少钱？",费用,13
喉咙感觉有东西堵着，胃难受，胀气，有时疼，泛酸！吃完饭后喉咙堵的感觉非常严重！,其他,2
我肚子疼又头疼怎么办啊？是不是生了宝宝之后身体都会这么一段时间啊？多长时间结束啊？,其他,2
哮喘初期，喘了月余，有慢性支气管炎病史，平躺不喘，坐起或站立就喘，不太严重，双手微麻，晨起有痰，白泡沫，易咳出，全身不太有力。,临床表现(病症表现),0
山东济南脑病医院好不好?我们想去济南脑科医院做手术，不知道手术效果怎么样,其他,2
六天前做了内痔手术，这一两天老是有粘液丛肛门排出，是手术的正常反应吗？,病因,10
吃错东西，肚子痛想呕，但欧不出来,其他,2
间质性肺炎如何治疗？有个朋友得了间质性肺炎，请问间质性肺炎如何治疗？能治疗好吗？会非常感谢你的回复的,其他,2
急求！,其他,2
"精神状态不好，讨厌油腻东西,爱做梦,睡觉不好,有便秘现象三四年了,最近小便困难,体重没变化.大便时肛门出血,是因为便秘.医院说是混合痔疮,不是很严重,忌吃辣椒姜生冷硬食物.痔疮会影响性生活吗？怎么治疗不复发？",其他,2
手指上有白癜风，而且不断地扩大，虽然不痛不痒，可是看过了非常多的中医和西医，没有什么效果，请问云南曲靖白癜风夏季治疗用哪种方式呢？,治疗方法,8
大便的时候肛门疼怎么治,治疗方法,8
常常感觉到头痛啊想知道要怎么治疗买这个要吃可以吗,治疗方法,8
你好，阑尾手术一天后，病人头晕，四肢无力，检查了各项指标，都无异常，现在第二天了，还是在头晕，没有任何进食，病人身体有点胖，有点高血压请问是怎么回事,临床表现(病症表现),0
最近总是腿疼，小腹胀，感觉不适,其他,2
我年纪比较大了，身上一大堆毛病，最近还查出有哮喘，如果哮喘放任不管的话，会不会导致其他病啊？,相关病症,12
尿痛是什么原因啊,病因,10
阳虚气弱而心悸如何治疗,治疗方法,8
去年孩子的右脚跟还是红点，越长越大，内蒙古婴儿右脚跟处有红斑点是不是血管瘤？,临床表现(病症表现),0
最近老是头疼是什么原因导致，求医生推荐药物服用。希望早日康复,其他,2
请问老人小便不通是怎么回事有没有急救的办法,治疗方法,8
嘴巴边上的骨头有声音，在平常的生活当中应该注意哪些呢？,其他,2
冠状动脉加强CT和肺部CT能否一起做？,其他,2
我爷爷今年已经七十多岁了，最近常感到腰痛，吃五子衍宗软胶囊这药有没有效果？,适用症,14
请问医生，心脏室性早搏用通脉颗粒有效吗？,适用症,14
我今年37岁了，最近一段时间总是出现咳嗽的症状，身体特别的难受，浑身都不自在，检查说是肺部感染，我想问一下医生肺部感染的表现症状有哪些？,临床表现(病症表现),0
口干，容易饿，甲状腺机能亢进可以用丙硫氧嘧啶片(啄木鸟)治疗吗？,适用症,14
有高血压病常年服药，怎么办才好可以吃点什么呢医生,治疗方法,8
神经纤维瘤的症状是什么？,临床表现(病症表现),0
最近经常拉肚子,治疗方法,8
请问出血性脑梗死症状是什么,临床表现(病症表现),0
脑疝应注意什么,病症禁忌,11
宝宝拉肚子能吃青菜吗,病症禁忌,11
卫喜康这种药怎样？我尿频有好几年了，吃这药有用吗？一夜起来七八次，尿无力,适用症,14
尿酸偏高吃利舒康胶囊有用吗，平时有什么方法可以用的,其他,2
我想知道孕妇有骨关节炎，能不能给她服用硫酸氨基葡萄糖胶囊？,适用症,14
我从小身体抵抗力就差，每次都是一两个月就长出几个痘痘一样的东西，不大，但是很疼，我一直治疗，还参加体育锻炼，但还是这样，有没有更好的治疗性病生殖器疱疹的办法？,治疗方法,8
如何预防丘脑胶质瘤,预防,15
